#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"Un","NW_020845867.1",1168408,1174910,"-",113675303,"LOC113675303","-","XP_027047660.1",412,"26S proteasome regulatory subunit 6B isoform X1"
"Un","NW_020845867.1",1169051,1174910,"-",113675303,"LOC113675303","-","XP_027047661.1",393,"26S proteasome regulatory subunit 6B isoform X2"
"Un","NW_020845867.1",1176277,1177158,"+",113675304,"LOC113675304","-","XP_027047663.1",293,"uncharacterized protein LOC113675304"
"Un","NW_020845869.1",6770,9399,"+",113675393,"LOC113675393","-","XP_027047758.1",142,"gamma-glutamyl hydrolase-like"
"Un","NW_020845869.1",10234,13346,"-",113675394,"LOC113675394","-","XP_027047759.1",153,"gamma-glutamyl hydrolase-like"
"Un","NW_020845872.1",2045,2602,"+",113675415,"LOC113675415","-","XP_027047786.1",186,"uncharacterized protein LOC113675415, partial"
"Un","NW_020845872.1",3326,5606,"+",113675417,"LOC113675417","-","XP_027047787.1",396,"uncharacterized protein LOC113675417"
"Un","NW_020845872.1",7733,8371,"+",113675420,"LOC113675420","-","XP_027047790.1",212,"uncharacterized protein LOC113675420"
"Un","NW_020845872.1",14332,19987,"+",113675414,"LOC113675414","-","XP_027047785.1",303,"probable inactive peptidyl-prolyl cis-trans isomerase-like 6"
"Un","NW_020845872.1",21548,23582,"+",113675404,"LOC113675404","-","XP_027047769.1",239,"chloride intracellular channel protein 2-like isoform X2"
"Un","NW_020845872.1",22845,23582,"+",113675404,"LOC113675404","-","XP_027047768.1",245,"chloride intracellular channel protein 2-like isoform X1"
"Un","NW_020845872.1",22965,23582,"+",113675404,"LOC113675404","-","XP_027047771.1",205,"chloride intracellular channel protein 2-like isoform X3"
"Un","NW_020845872.1",25775,26576,"+",113675405,"LOC113675405","-","XP_027047772.1",239,"chloride intracellular channel protein 1-like"
"Un","NW_020845872.1",30375,33414,"+",113675399,"LOC113675399","-","XP_027047763.1",130,"sialomucin core protein 24-like"
"Un","NW_020845872.1",34533,36326,"-",113675400,"LOC113675400","-","XP_027047765.1",127,"profilin-4-like isoform X2"
"Un","NW_020845872.1",34533,36326,"-",113675400,"LOC113675400","-","XP_027047764.1",128,"profilin-4-like isoform X1"
"Un","NW_020845872.1",36853,41290,"+",113675398,"LOC113675398","-","XP_027047761.1",376,"protein FAM228B-like"
"Un","NW_020845872.1",41966,42319,"-",113675403,"LOC113675403","-","XP_027047767.1",117,"U7 snRNA-associated Sm-like protein LSm10"
"Un","NW_020845872.1",42654,54272,"+",113675401,"LOC113675401","-","XP_027047766.1",805,"uncharacterized protein LOC113675401"
"Un","NW_020845872.1",55097,57587,"+",113675412,"LOC113675412","-","XP_027047783.1",329,"poly(A) RNA polymerase GLD2-A-like"
"Un","NW_020845872.1",59300,60827,"-",113675413,"LOC113675413","-","XP_027047784.1",325,"poly(A) RNA polymerase GLD2-like"
"Un","NW_020845872.1",62465,64292,"-",113675411,"LOC113675411","-","XP_027047782.1",334,"poly(A) RNA polymerase GLD2-A-like"
"Un","NW_020845872.1",65098,72663,"+",113675409,"LOC113675409","-","XP_027047780.1",437,"polycomb protein eed-like"
"Un","NW_020845872.1",74198,78789,"-",113675410,"LOC113675410","-","XP_027047781.1",275,"protein CMSS1-like"
"Un","NW_020845872.1",80481,86406,"-",113675419,"LOC113675419","-","XP_027047789.1",746,"solute carrier family 15 member 2-like"
"Un","NW_020845872.1",86653,89929,"+",113675407,"LOC113675407","-","XP_027047779.1",119,"mitochondrial pyruvate carrier 1-like"
"Un","NW_020845872.1",92602,98419,"-",113675406,"LOC113675406","-","XP_027047773.1",719,"uncharacterized protein LOC113675406 isoform X1"
"Un","NW_020845872.1",92602,98272,"-",113675406,"LOC113675406","-","XP_027047774.1",670,"uncharacterized protein LOC113675406 isoform X2"
"Un","NW_020846280.1",432085,433269,"-",113677918,"LOC113677918","-","XP_027050580.1",360,"melanin-concentrating hormone receptor 1-like isoform X2"
"Un","NW_020846280.1",436468,455772,"+",113677888,"LOC113677888","-","XP_027050542.1",422,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like, partial"
"Un","NW_020846280.1",440253,444116,"+",113677894,"LOC113677894","-","XP_027050549.1",1287,"uncharacterized protein LOC113677894"
"Un","NW_020846280.1",456858,460601,"-",113677895,"LOC113677895","-","XP_027050551.1",1247,"uncharacterized protein LOC113677895"
"Un","NW_020846280.1",461947,463845,"+",113677896,"LOC113677896","-","XP_027050552.1",632,"uncharacterized protein LOC113677896"
"Un","NW_020846280.1",466829,470950,"+",113677915,"LOC113677915","-","XP_027050577.1",1373,"uncharacterized protein LOC113677915"
"Un","NW_020846280.1",476295,480848,"+",113677900,"LOC113677900","-","XP_027050556.1",333,"zinc metalloproteinase nas-6-like isoform X1"
"Un","NW_020846280.1",476295,480848,"+",113677900,"LOC113677900","-","XP_027050557.1",333,"zinc metalloproteinase nas-6-like isoform X1"
"Un","NW_020846280.1",476295,480848,"+",113677900,"LOC113677900","-","XP_027050559.1",333,"zinc metalloproteinase nas-6-like isoform X1"
"Un","NW_020846280.1",477829,480848,"+",113677900,"LOC113677900","-","XP_027050560.1",278,"zinc metalloproteinase nas-6-like isoform X2"
"Un","NW_020846280.1",481678,483520,"-",113677901,"LOC113677901","-","XP_027050561.1",307,"histone-lysine N-methyltransferase SETMAR-like"
"Un","NW_020846280.1",484045,485810,"+",113677858,"LOC113677858","-","XP_027050498.1",132,"EF-hand calcium-binding domain-containing protein 10-like"
"Un","NW_020846280.1",486917,488399,"-",113677859,"LOC113677859","-","XP_027050499.1",174,"uncharacterized protein LOC113677859"
"Un","NW_020846280.1",490708,493208,"+",113677922,"LOC113677922","-","XP_027050585.1",273,"uncharacterized protein LOC113677922"
"Un","NW_020846280.1",495222,497279,"-",113677856,"LOC113677856","-","XP_027050497.1",224,"uncharacterized protein LOC113677856"
"Un","NW_020846280.1",500862,502684,"-",113677889,"LOC113677889","-","XP_027050543.1",188,"uncharacterized protein LOC113677889"
"Un","NW_020846280.1",507016,507996,"-",113677902,"LOC113677902","-","XP_027050562.1",326,"trace amine-associated receptor 6-like"
"Un","NW_020846280.1",510052,512820,"-",113677909,"LOC113677909","-","XP_027050569.1",769,"uncharacterized protein LOC113677909"
"Un","NW_020846280.1",516180,530944,"+",113677891,"LOC113677891","-","XP_027050546.1",1212,"OTU domain-containing protein 4-like"
"Un","NW_020846280.1",536684,546497,"+",113677892,"LOC113677892","-","XP_027050547.1",752,"CSC1-like protein ERD4"
"Un","NW_020846280.1",548347,554631,"+",113677893,"LOC113677893","-","XP_027050548.1",726,"CSC1-like protein ERD4"
"Un","NW_020846287.1",6079,7930,"-",113677923,"LOC113677923","-","XP_027050586.1",383,"growth hormone secretagogue receptor type 1-like"
"Un","NW_020846287.1",10999,22106,"-",113677931,"LOC113677931","-","XP_027050594.1",663,"uncharacterized protein LOC113677931"
"Un","NW_020846287.1",22313,25064,"+",113677930,"LOC113677930","-","XP_027050593.1",112,"RING-box protein 1"
"Un","NW_020846287.1",32850,56772,"+",113677935,"LOC113677935","-","XP_027050599.1",1269,"AF4/FMR2 family member 4-like isoform X2"
"Un","NW_020846287.1",34831,56772,"+",113677935,"LOC113677935","-","XP_027050598.1",1272,"AF4/FMR2 family member 4-like isoform X1"
"Un","NW_020846287.1",60641,68081,"+",113677933,"LOC113677933","-","XP_027050595.1",682,"putative methyltransferase NSUN7 isoform X1"
"Un","NW_020846287.1",60888,68081,"+",113677933,"LOC113677933","-","XP_027050596.1",580,"putative methyltransferase NSUN7 isoform X2"
"Un","NW_020846287.1",74489,93652,"+",113677925,"LOC113677925","-","XP_027050588.1",1296,"uncharacterized protein LOC113677925"
"Un","NW_020846287.1",96761,98244,"-",113677924,"LOC113677924","-","XP_027050587.1",109,"glutaredoxin-C8-like"
"Un","NW_020846287.1",118840,120638,"-",113677934,"LOC113677934","-","XP_027050597.1",297,"melanocortin receptor 3-like"
"Un","NW_020846287.1",135440,136300,"-",113677927,"LOC113677927","-","XP_027050589.1",286,"melanocyte-stimulating hormone receptor-like"
"Un","NW_020846287.1",142045,143438,"+",113677928,"LOC113677928","-","XP_027050590.1",124,"lipoxygenase homology domain-containing protein 1-like"
"Un","NW_020846287.1",151163,153141,"+",113677929,"LOC113677929","-","XP_027050591.1",495,"5-hydroxytryptamine receptor 1D-like"
"Un","NW_020846289.1",100,1055,"-",113677941,"LOC113677941","-","XP_027050601.1",153,"uncharacterized protein LOC113677941"
"Un","NW_020845515.1",34245,41822,"-",113673167,"LOC113673167","-","XP_027045343.1",760,"prickle planar cell polarity protein 3-B-like isoform X5"
"Un","NW_020845515.1",53342,61210,"-",113673168,"LOC113673168","-","XP_027045344.1",379,"testin-like"
"Un","NW_020845515.1",62859,70112,"-",113673166,"LOC113673166","-","XP_027045338.1",1014,"golgin subfamily A member 6-like protein 1"
"Un","NW_020845515.1",72310,74118,"-",113673155,"LOC113673155","-","XP_027045321.1",186,"hemagglutinin/amebocyte aggregation factor-like"
"Un","NW_020845515.1",76100,81257,"-",113673171,"LOC113673171","-","XP_027045346.1",442,"zinc metalloproteinase nas-6-like"
"Un","NW_020845515.1",82037,86136,"-",113673170,"LOC113673170","-","XP_027045345.1",443,"zinc metalloproteinase nas-13-like"
"Un","NW_020845515.1",87136,90801,"-",113673172,"LOC113673172","-","XP_027045347.1",381,"zinc metalloproteinase nas-4-like"
"Un","NW_020845515.1",92487,96143,"+",113673146,"LOC113673146","-","XP_027045314.1",408,"zinc metalloproteinase nas-6-like"
"Un","NW_020845515.1",97911,105421,"-",113673147,"LOC113673147","-","XP_027045317.1",381,"T-box transcription factor TBX20-like isoform X2"
"Un","NW_020845515.1",97911,105421,"-",113673147,"LOC113673147","-","XP_027045316.1",382,"T-box transcription factor TBX20-like isoform X1"
"Un","NW_020845515.1",110923,114414,"-",113673148,"LOC113673148","-","XP_027045318.1",211,"N-acetylserotonin O-methyltransferase-like protein"
"Un","NW_020845515.1",116138,116686,"+",113673150,"LOC113673150","-","XP_027045320.1",148,"heart- and neural crest derivatives-expressed protein 2-like"
"Un","NW_020845515.1",126994,128056,"+",113673149,"LOC113673149","-","XP_027045319.1",171,"heart- and neural crest derivatives-expressed protein 2-like"
"Un","NW_020845515.1",135796,152644,"-",113673175,"LOC113673175","-","XP_027045351.1",1236,"LOW QUALITY PROTEIN: centrosomal protein of 135 kDa-like"
"Un","NW_020845515.1",153586,157748,"+",113673176,"LOC113673176","-","XP_027045352.1",293,"F-box only protein 8-like"
"Un","NW_020845515.1",166872,173971,"+",113673164,"LOC113673164","-","XP_027045333.1",782,"guanylate cyclase soluble subunit beta-1-like"
"Un","NW_020845515.1",166872,173971,"+",113673164,"LOC113673164","-","XP_027045334.1",782,"guanylate cyclase soluble subunit beta-1-like"
"Un","NW_020845515.1",166872,173971,"+",113673164,"LOC113673164","-","XP_027045335.1",782,"guanylate cyclase soluble subunit beta-1-like"
"Un","NW_020845515.1",176833,182029,"+",113673173,"LOC113673173","-","XP_027045349.1",625,"guanylate cyclase soluble subunit beta-1-like"
"Un","NW_020845515.1",187604,201061,"+",113673161,"LOC113673161","-","XP_027045332.1",1109,"la-related protein 1B-like"
"Un","NW_020845515.1",205472,229484,"-",113673160,"LOC113673160","-","XP_027045327.1",1737,"kinase D-interacting substrate of 220 kDa-like isoform X1"
"Un","NW_020845515.1",205472,226389,"-",113673160,"LOC113673160","-","XP_027045328.1",1704,"kinase D-interacting substrate of 220 kDa-like isoform X2"
"Un","NW_020845515.1",205472,218855,"-",113673160,"LOC113673160","-","XP_027045329.1",1567,"kinase D-interacting substrate of 220 kDa-like isoform X3"
"Un","NW_020845515.1",205472,214234,"-",113673160,"LOC113673160","-","XP_027045330.1",1405,"kinase D-interacting substrate of 220 kDa-like isoform X4"
"Un","NW_020845515.1",206652,229484,"-",113673160,"LOC113673160","-","XP_027045331.1",1321,"kinase D-interacting substrate of 220 kDa-like isoform X5"
"Un","NW_020845515.1",235691,252048,"-",113673186,"LOC113673186","-","XP_027045360.1",763,"P protein-like"
"Un","NW_020845515.1",252743,255349,"+",113673184,"LOC113673184","-","XP_027045358.1",225,"uncharacterized protein LOC113673184"
"Un","NW_020845515.1",257949,262322,"+",113673185,"LOC113673185","-","XP_027045359.1",182,"uncharacterized protein LOC113673185"
"Un","NW_020845515.1",264437,275522,"+",113673187,"LOC113673187","-","XP_027045361.1",769,"uncharacterized protein LOC113673187"
"Un","NW_020845515.1",277006,282698,"+",113673191,"LOC113673191","-","XP_027045364.1",512,"uncharacterized protein LOC113673191"
"Un","NW_020845515.1",284803,285840,"+",113673189,"LOC113673189","-","XP_027045362.1",345,"substance-P receptor-like"
"Un","NW_020845515.1",287303,288196,"+",113673190,"LOC113673190","-","XP_027045363.1",297,"growth hormone secretagogue receptor type 1-like"
"Un","NW_020845515.1",290868,291821,"+",113673193,"LOC113673193","-","XP_027045365.1",317,"growth hormone secretagogue receptor type 1-like"
"Un","NW_020845515.1",297489,301452,"-",113673183,"LOC113673183","-","XP_027045356.1",803,"uncharacterized protein LOC113673183"
"Un","NW_020845515.1",305197,307666,"+",113673178,"LOC113673178","-","XP_027045353.1",550,"uncharacterized protein LOC113673178, partial"
"Un","NW_020846737.1",322708,323785,"+",113680444,"LOC113680444","-","XP_027053283.1",93,"meiosis expressed gene 1 protein homolog"
"Un","NW_020846737.1",324875,333162,"-",113680443,"LOC113680443","-","XP_027053281.1",340,"THO complex subunit 6 homolog"
"Un","NW_020846737.1",334594,352639,"-",113680435,"LOC113680435","-","XP_027053271.1",2429,"uncharacterized protein LOC113680435"
"Un","NW_020846737.1",353238,359302,"-",113680436,"LOC113680436","-","XP_027053272.1",265,"uncharacterized protein LOC113680436"
"Un","NW_020846737.1",363774,376089,"-",113680421,"LOC113680421","-","XP_027053257.1",683,"sn1-specific diacylglycerol lipase beta-like"
"Un","NW_020846737.1",376566,383306,"+",113680422,"LOC113680422","-","XP_027053258.1",368,"dual specificity mitogen-activated protein kinase kinase 4-like"
"Un","NW_020846738.1",5304,6296,"-",113680450,"LOC113680450","-","XP_027053286.1",330,"RYamide receptor-like"
"Un","NW_020846738.1",10811,11899,"-",113680451,"LOC113680451","-","XP_027053287.1",362,"substance-P receptor-like"
"Un","NW_020846738.1",22971,23892,"-",113680454,"LOC113680454","-","XP_027053289.1",306,"LOW QUALITY PROTEIN: ATP-dependent DNA helicase PIF6-like"
"Un","NW_020846740.1",5153,46297,"-",113680455,"LOC113680455","-","XP_027053290.1",2221,"dnaJ homolog subfamily C member 13-like"
"Un","NW_020846740.1",48415,55683,"-",113680456,"LOC113680456","-","XP_027053291.1",1544,"uncharacterized protein LOC113680456"
"Un","NW_020846746.1",2729,7592,"-",113680457,"LOC113680457","-","XP_027053292.1",407,"uncharacterized protein LOC113680457, partial"
"Un","NW_020846746.1",11735,12681,"+",113680458,"LOC113680458","-","XP_027053293.1",149,"uncharacterized protein LOC113680458, partial"
"Un","NW_020846747.1",891,3070,"-",113680506,"LOC113680506","-","XP_027053338.1",504,"hemicentin-1-like, partial"
"Un","NW_020846747.1",7503,18766,"-",113680494,"LOC113680494","-","XP_027053324.1",1241,"uncharacterized protein LOC113680494"
"Un","NW_020846747.1",21649,23727,"-",113680475,"LOC113680475","-","XP_027053305.1",411,"uncharacterized protein LOC113680475"
"Un","NW_020846747.1",28367,29404,"-",113680564,"LOC113680564","-","XP_027053407.1",345,"histamine H2 receptor-like"
"Un","NW_020846747.1",28367,29404,"-",113680564,"LOC113680564","-","XP_027053408.1",345,"histamine H2 receptor-like"
"Un","NW_020846747.1",35089,38034,"+",113680476,"LOC113680476","-","XP_027053306.1",510,"steroid 17-alpha-hydroxylase/17,20 lyase-like"
"Un","NW_020846747.1",41037,42916,"+",113680479,"LOC113680479","-","XP_027053309.1",406,"uncharacterized protein LOC113680479"
"Un","NW_020846747.1",57598,58554,"+",113680510,"LOC113680510","-","XP_027053342.1",318,"somatostatin receptor type 4-like"
"Un","NW_020846747.1",57598,58554,"+",113680510,"LOC113680510","-","XP_027053343.1",318,"somatostatin receptor type 4-like"
"Un","NW_020846747.1",57598,58554,"+",113680510,"LOC113680510","-","XP_027053344.1",318,"somatostatin receptor type 4-like"
"Un","NW_020846747.1",67191,68225,"+",113680508,"LOC113680508","-","XP_027053340.1",344,"neuromedin-U receptor 2-like"
"Un","NW_020846747.1",68862,69860,"-",113680509,"LOC113680509","-","XP_027053341.1",332,"uncharacterized protein LOC113680509"
"Un","NW_020846747.1",72387,76770,"-",113680512,"LOC113680512","-","XP_027053345.1",367,"uncharacterized protein LOC113680512"
"Un","NW_020846747.1",78596,79698,"-",113680462,"LOC113680462","-","XP_027053294.1",336,"uncharacterized protein LOC113680462, partial"
"Un","NW_020846747.1",91884,99426,"-",113680558,"LOC113680558","-","XP_027053397.1",743,"uncharacterized protein LOC113680558"
"Un","NW_020846747.1",103407,104210,"+",113680557,"LOC113680557","-","XP_027053396.1",267,"contactin-associated protein-like 2"
"Un","NW_020846747.1",131988,132923,"+",113680530,"LOC113680530","-","XP_027053360.1",311,"uncharacterized protein LOC113680530"
"Un","NW_020846747.1",134514,145839,"-",113680519,"LOC113680519","-","XP_027053352.1",945,"DNA ligase 3-like isoform X2"
"Un","NW_020846747.1",134514,145839,"-",113680519,"LOC113680519","-","XP_027053351.1",958,"DNA ligase 3-like isoform X1"
"Un","NW_020846747.1",146051,152248,"+",113680505,"LOC113680505","-","XP_027053337.1",361,"integrin-linked kinase-associated serine/threonine phosphatase 2C-like"
"Un","NW_020846747.1",152953,162453,"-",113680504,"LOC113680504","-","XP_027053336.1",631,"uncharacterized protein LOC113680504"
"Un","NW_020846747.1",164159,166181,"+",113680550,"LOC113680550","-","XP_027053387.1",396,"uncharacterized protein LOC113680550"
"Un","NW_020846747.1",167054,168765,"-",113680548,"LOC113680548","-","XP_027053386.1",287,"uncharacterized protein LOC113680548"
"Un","NW_020845872.1",92602,98272,"-",113675406,"LOC113675406","-","XP_027047775.1",670,"uncharacterized protein LOC113675406 isoform X2"
"Un","NW_020845872.1",92602,97026,"-",113675406,"LOC113675406","-","XP_027047778.1",542,"uncharacterized protein LOC113675406 isoform X4"
"Un","NW_020845872.1",92602,96674,"-",113675406,"LOC113675406","-","XP_027047776.1",545,"uncharacterized protein LOC113675406 isoform X3"
"Un","NW_020845872.1",92602,96674,"-",113675406,"LOC113675406","-","XP_027047777.1",545,"uncharacterized protein LOC113675406 isoform X3"
"Un","NW_020845872.1",100219,105669,"-",113675418,"LOC113675418","-","XP_027047788.1",541,"uncharacterized protein LOC113675418"
"Un","NW_020845874.1",2381,12412,"+",113675491,"LOC113675491","-","XP_027047886.1",563,"cell division control protein 45 homolog"
"Un","NW_020845874.1",19679,27411,"+",113675478,"LOC113675478","-","XP_027047872.1",585,"uncharacterized protein LOC113675478"
"Un","NW_020845874.1",28611,49565,"+",113675451,"LOC113675451","-","XP_027047832.1",631,"acyl-CoA dehydrogenase family member 11-like isoform X1"
"Un","NW_020845874.1",28611,46949,"+",113675451,"LOC113675451","-","XP_027047833.1",522,"acyl-CoA dehydrogenase family member 11-like isoform X2"
"Un","NW_020845874.1",39751,43296,"+",113675453,"LOC113675453","-","XP_027047835.1",184,"BTB/POZ domain-containing protein 6-like isoform X1"
"Un","NW_020845874.1",39751,43296,"+",113675453,"LOC113675453","-","XP_027047836.1",184,"BTB/POZ domain-containing protein 6-like isoform X2"
"Un","NW_020845874.1",44530,45858,"+",113675452,"LOC113675452","-","XP_027047834.1",442,"BTB/POZ domain-containing protein 6-like"
"Un","NW_020845874.1",51716,58626,"-",113675481,"LOC113675481","-","XP_027047877.1",945,"uncharacterized protein LOC113675481"
"Un","NW_020845874.1",59960,67003,"-",113675482,"LOC113675482","-","XP_027047879.1",890,"glutamate receptor ionotropic, NMDA 2B-like"
"Un","NW_020845874.1",84037,99401,"-",113675444,"LOC113675444","-","XP_027047817.1",273,"papilin-like isoform X1"
"Un","NW_020845874.1",84037,99401,"-",113675444,"LOC113675444","-","XP_027047818.1",273,"papilin-like isoform X1"
"Un","NW_020845874.1",84037,99401,"-",113675444,"LOC113675444","-","XP_027047819.1",273,"papilin-like isoform X1"
"Un","NW_020845874.1",84037,99401,"-",113675444,"LOC113675444","-","XP_027047820.1",273,"papilin-like isoform X1"
"Un","NW_020845874.1",84037,99278,"-",113675444,"LOC113675444","-","XP_027047822.1",232,"papilin-like isoform X3"
"Un","NW_020845874.1",84442,99401,"-",113675444,"LOC113675444","-","XP_027047821.1",234,"papilin-like isoform X2"
"Un","NW_020845874.1",92211,95162,"+",113675445,"LOC113675445","-","XP_027047824.1",234,"papilin-like"
"Un","NW_020845874.1",96360,99401,"-",113675444,"LOC113675444","-","XP_027047823.1",220,"papilin-like isoform X4"
"Un","NW_020845874.1",107083,108015,"+",113675443,"LOC113675443","-","XP_027047814.1",310,"uncharacterized protein LOC113675443"
"Un","NW_020845874.1",107083,108015,"+",113675443,"LOC113675443","-","XP_027047816.1",310,"uncharacterized protein LOC113675443"
"Un","NW_020845874.1",122596,127942,"+",113675492,"LOC113675492","-","XP_027047887.1",411,"caspase recruitment domain-containing protein 11-like"
"Un","NW_020845874.1",131697,147194,"-",113675450,"LOC113675450","-","XP_027047831.1",947,"AP-2 complex subunit alpha-2-like"
"Un","NW_020845874.1",150091,158403,"+",113675422,"LOC113675422","-","XP_027047792.1",477,"autophagy-related protein 13-like"
"Un","NW_020845874.1",168560,171685,"-",113675475,"LOC113675475","-","XP_027047860.1",141,"40S ribosomal protein S16-like"
"Un","NW_020845874.1",172470,181583,"+",113675424,"LOC113675424","-","XP_027047793.1",810,"uncharacterized protein LOC113675424"
"Un","NW_020845874.1",182066,187440,"-",113675488,"LOC113675488","-","XP_027047884.1",371,"uncharacterized protein LOC113675488"
"Un","NW_020845874.1",187882,195883,"+",113675469,"LOC113675469","-","XP_027047853.1",546,"apoptosis inhibitor 5-like"
"Un","NW_020845874.1",211771,220317,"+",113675461,"LOC113675461","-","XP_027047843.1",1593,"uncharacterized protein LOC113675461"
"Un","NW_020845874.1",211771,220317,"+",113675461,"LOC113675461","-","XP_027047844.1",1593,"uncharacterized protein LOC113675461"
"Un","NW_020845874.1",222109,229942,"-",113675476,"LOC113675476","-","XP_027047869.1",274,"glycine-rich cell wall structural protein-like isoform X6"
"Un","NW_020845874.1",222109,229942,"-",113675476,"LOC113675476","-","XP_027047871.1",274,"glycine-rich cell wall structural protein-like isoform X6"
"Un","NW_020845874.1",222109,229942,"-",113675476,"LOC113675476","-","XP_027047868.1",284,"glycine-rich cell wall structural protein-like isoform X5"
"Un","NW_020846293.1",2101,4170,"+",113677950,"LOC113677950","-","XP_027050611.1",145,"DNA-directed RNA polymerase III subunit RPC9-like"
"Un","NW_020846293.1",6923,12824,"-",113677942,"LOC113677942","-","XP_027050602.1",358,"palmitoyltransferase ZDHHC5-like isoform X1"
"Un","NW_020846293.1",7829,12824,"-",113677942,"LOC113677942","-","XP_027050603.1",323,"palmitoyltransferase ZDHHC5-like isoform X2"
"Un","NW_020846293.1",13038,17706,"+",113677943,"LOC113677943","-","XP_027050604.1",641,"F-box/WD repeat-containing protein 8-like"
"Un","NW_020846293.1",22961,26343,"+",113677944,"LOC113677944","-","XP_027050605.1",362,"LIM/homeobox protein Lhx1-like"
"Un","NW_020846293.1",32828,42658,"-",113677945,"LOC113677945","-","XP_027050607.1",1005,"probable RNA-binding protein 19 isoform X2"
"Un","NW_020846293.1",32828,42658,"-",113677945,"LOC113677945","-","XP_027050606.1",1008,"probable RNA-binding protein 19 isoform X1"
"Un","NW_020846293.1",42714,44757,"+",113677951,"LOC113677951","-","XP_027050613.1",278,"polynucleotide 3\\'-phosphatase ZDP-like"
"Un","NW_020846293.1",45221,47909,"-",113677948,"LOC113677948","-","XP_027050609.1",582,"uncharacterized GTP-binding protein YGR210C-like"
"Un","NW_020846293.1",48084,51786,"+",113677949,"LOC113677949","-","XP_027050610.1",120,"cytochrome c oxidase subunit 6A, mitochondrial-like"
"Un","NW_020846293.1",53519,64246,"+",113677946,"LOC113677946","-","XP_027050608.1",606,"apoptosis-inducing factor 3-like"
"Un","NW_020846294.1",2434,4531,"-",113677996,"LOC113677996","-","XP_027050668.1",81,"fibroblast growth factor 1-like"
"Un","NW_020846294.1",5290,7864,"-",113677999,"LOC113677999","-","XP_027050670.1",136,"fibroblast growth factor 1-like"
"Un","NW_020846294.1",11296,12141,"-",113677991,"LOC113677991","-","XP_027050663.1",281,"syndecan-2-like"
"Un","NW_020846294.1",15321,18164,"-",113678004,"LOC113678004","-","XP_027050675.1",947,"extracellular calcium-sensing receptor-like"
"Un","NW_020846294.1",23694,28174,"+",113677976,"LOC113677976","-","XP_027050644.1",958,"extracellular calcium-sensing receptor-like"
"Un","NW_020846294.1",29815,38875,"-",113677977,"LOC113677977","-","XP_027050645.1",877,"extracellular calcium-sensing receptor-like"
"Un","NW_020846294.1",42460,49354,"-",113678006,"LOC113678006","-","XP_027050677.1",448,"DDB1- and CUL4-associated factor 13-like"
"Un","NW_020846294.1",49638,53729,"+",113677969,"LOC113677969","-","XP_027050633.1",187,"protein LKAAEAR1-like"
"Un","NW_020846294.1",54739,71471,"-",113677970,"LOC113677970","-","XP_027050634.1",1224,"uncharacterized protein LOC113677970"
"Un","NW_020846294.1",78375,79679,"+",113677985,"LOC113677985","-","XP_027050652.1",434,"uncharacterized protein LOC113677985"
"Un","NW_020846294.1",78375,79679,"+",113677985,"LOC113677985","-","XP_027050653.1",434,"uncharacterized protein LOC113677985"
"Un","NW_020846294.1",83387,88474,"-",113677986,"LOC113677986","-","XP_027050654.1",254,"14-3-3 protein homolog 2-like"
"Un","NW_020846294.1",90320,92377,"+",113677988,"LOC113677988","-","XP_027050656.1",122,"putative peptidyl-tRNA hydrolase PTRHD1"
"Un","NW_020846294.1",90320,92377,"+",113677988,"LOC113677988","-","XP_027050657.1",122,"putative peptidyl-tRNA hydrolase PTRHD1"
"Un","NW_020846294.1",90320,92377,"+",113677988,"LOC113677988","-","XP_027050658.1",122,"putative peptidyl-tRNA hydrolase PTRHD1"
"Un","NW_020846294.1",90320,92377,"+",113677988,"LOC113677988","-","XP_027050659.1",122,"putative peptidyl-tRNA hydrolase PTRHD1"
"Un","NW_020846294.1",94133,94708,"+",113677987,"LOC113677987","-","XP_027050655.1",191,"transcription factor MafK-like"
"Un","NW_020846294.1",103901,108228,"-",113678011,"LOC113678011","-","XP_027050684.1",162,"S-phase kinase-associated protein 1"
"Un","NW_020846294.1",113208,116288,"+",113677971,"LOC113677971","-","XP_027050637.1",258,"leucine-rich repeat and death domain-containing protein 1-like isoform X2"
"Un","NW_020846294.1",113374,116288,"+",113677971,"LOC113677971","-","XP_027050636.1",274,"leucine-rich repeat-containing protein 58-like isoform X1"
"Un","NW_020846294.1",126289,128314,"-",113677972,"LOC113677972","-","XP_027050638.1",87,"cysteine-rich protein 1 isoform X1"
"Un","NW_020846294.1",126289,128314,"-",113677972,"LOC113677972","-","XP_027050639.1",87,"cysteine-rich protein 1 isoform X1"
"Un","NW_020846294.1",126289,128165,"-",113677972,"LOC113677972","-","XP_027050640.1",76,"cysteine-rich protein 1 isoform X2"
"Un","NW_020846294.1",134405,143979,"-",113677974,"LOC113677974","-","XP_027050643.1",373,"transcription factor 7-like 2 isoform X3"
"Un","NW_020846294.1",134405,143979,"-",113677974,"LOC113677974","-","XP_027050642.1",421,"transcription factor 7-like 2 isoform X2"
"Un","NW_020845515.1",307807,312596,"+",113673174,"LOC113673174","-","XP_027045350.1",804,"uncharacterized protein LOC113673174"
"Un","NW_020845515.1",315804,322784,"-",113673182,"LOC113673182","-","XP_027045355.1",531,"arginine--tRNA ligase, cytoplasmic-like"
